회계연도,기관명,계약명,계약일,계약금액,계약방법,키워드
2026,살레시오여자고등학교,[원인] 음악과 에듀테크 도구 구입(재구독)에 관한 건,2026-07-02,1000000,1인수의,에듀테크
2026,용두초등학교,2026년도 AI·디지털 기반 교육혁신 거점학교 교원연수 운영을 위한 에듀테크 구독권 구입,2026-07-01,1000000,1인수의,에듀테크
2026,성덕초등학교,"[S2B] AI, 디지털 기반 교육혁신 거점학교 교원연수 에듀테크 구입",2026-07-03,1170000,1인수의,에듀테크
2026,송정중앙초등학교,[2236] 자치학교 에듀테크교육 필요물품 구입,2026-06-26,1024000,1인수의,에듀테크
2026,빛고을고등학교,[에듀테크]교육여건 개선을 위한 복사기 구입[G2B],2026-06-11,3476000,1인수의,에듀테크
2026,금호중앙중학교,2026년 AI 디지털 활용 선도학교 에듀테크(캡컷 외) 구입비 지급,2026-06-16,2262000,1인수의,에듀테크
2026,금호중앙중학교,2026년 AI 디지털 활용 선도학교 에듀테크(플랭스쿨 크레딧) 구입비 지급,2026-06-15,1000000,1인수의,에듀테크
2026,계수초등학교,2026학년도 AI·디지털 기반 교육혁신 거점학교 교원연수 운영을 위한 에듀테크 구입(챗지,2026-06-09,1200000,1인수의,에듀테크
2026,광주선명학교,[S2B][선도학교] 2026 AI디지털 선도학교 교육용 에듀테크(클로드 외 2종) 구입(,2026-05-11,1254000,1인수의,에듀테크
2026,광주풍향초등학교,[S2B]2026년 디지털 선도학교 관련 교육용 에듀테크물품비 지급,2026-06-01,1127400,1인수의,에듀테크
2026,월계중학교,2026년 AI디지털기반교육혁신교원연수거점학교 에듀테크 구입,2026-05-28,1188000,1인수의,에듀테크
2026,광주숭일고등학교,[디지털선도] 2026년 AI·디지털 활용 수업 선도학교 교육용 에듀테크 구입비 지급,2026-05-22,1204500,1인수의,에듀테크
2026,조선대학교부속중학교,5월 AI 중점학교 교사 에듀테크 구입,2026-05-08,1795000,1인수의,에듀테크
2026,연제초등학교,[카드] 교육용 소프트웨어 및 AI·디지털기반 교육혁신 교원연수 거점학교 에듀테크 구입비,2026-05-18,2506000,1인수의,에듀테크
2026,광주중흥초등학교,2026년도 AI·디지털 기반 교육혁신 거점학교 교원연수 운영을 위한 에듀테크 구입,2026-05-13,1200000,1인수의,에듀테크
2026,광주숭일고등학교,[디지털선도] 2026년 AI·디지털 활용 수업 선도학교 교육용 에듀테크 구입비 지급,2026-05-18,1844000,1인수의,에듀테크
2026,산월초등학교,2026 디지털 선도학교 운영을 위한 에듀테크(알공 영어) 구입,2026-05-06,1948800,1인수의,에듀테크
2026,광주동명중학교,2026 디지털선도학교 에듀테크 구독(패들렛),2026-05-08,2560000,1인수의,에듀테크
2026,성덕고등학교,[S2B] 2026학년도 에듀테크 수업 지원을 위한 소프트웨어(패들렛) 구입,2026-04-24,1727000,1인수의,에듀테크
2026,광주농성초등학교,[카드] [S2B] 2026학년도 디지털선도학교 운영을 위한 에듀테크 구입(패들렛 스쿨팩),2026-04-21,1290000,1인수의,에듀테크
2026,양지초등학교,AI중점학교 운영을 위한 에듀테크(코드모스) 구입비 지급,2026-04-27,1264000,1인수의,에듀테크
2026,광주선명학교,[S2B][선도학교] 2026 AI디지털 선도학교 교육용 에듀테크(챗지피티 외 3종) 구입,2026-04-21,3588000,1인수의,에듀테크
2026,조선대학교부속중학교,AI 중점학교 교사 에듀테크(Chatgpt) 구입,2026-04-20,2625000,1인수의,에듀테크
2026,건국초등학교,에듀테크 구입(1차),2026-04-21,2866000,1인수의,에듀테크
2026,양지초등학교,AI중점학교 운영을 위한 에듀테크(캡컷) 구입비 지급,2026-04-27,1540000,1인수의,에듀테크
2026,조선대학교부속고등학교,2026년 AI·디지털 기반 교육혁신 교원 연수 거점학교 운영 에듀테크 구입비(생성형 AI,2026-04-21,1200000,1인수의,에듀테크
2026,송학초등학교,2026 AI디지털 활용 수업 선도학교 운영 에듀테크(클로드 프로) 구입,2026-04-07,2072000,1인수의,에듀테크
2026,송학초등학교,2026 AI디지털 활용 수업 선도학교 운영 에듀테크(Ai아크수학) 구입,2026-04-07,1053000,1인수의,에듀테크
2026,광주숭일고등학교,[디지털선도] 2026년 AI·디지털 활용 수업 선도학교 교육용 에듀테크 구입비 지급,2026-04-16,8543000,1인수의,에듀테크
2026,상무중학교,(S2B)2026학년도 AI·디지털 활용 선도학교 운영을 위한 에듀테크(chat GPT p,2026-04-09,4550000,1인수의,에듀테크
2026,상무중학교,"(S2B)2026학년도 AI·디지털 활용 선도학교 운영을 위한 에듀테크(패들렛, 그래머리)",2026-04-09,1234000,1인수의,에듀테크
2026,동일미래과학고등학교,[디지털선도] 디지털 선도 학교 에듀테크 AI코스웨어(ZEP) 구독료,2026-04-07,1320000,1인수의,에듀테크
2026,송학초등학교,2026 AI디지털 활용 수업 선도학교 운영 에듀테크(패들렛) 구입,2026-04-07,2349000,1인수의,에듀테크
2026,조선대학교여자중학교,AI 디지털 활용 선도학교 에듀테크 수업관리 솔루션 프로그램 구입,2026-03-19,4948000,1인수의,에듀테크
2026,조봉초등학교,키움영재학급 영재수업 활용 에듀테크 구매,2026-04-13,1512000,1인수의,에듀테크
2026,상무중학교,(S2B)2026학년도 AI·디지털 활용 선도학교 운영을 위한 에듀테크(온오프라인 영어),2026-04-09,1400000,1인수의,에듀테크
2026,동일미래과학고등학교,[디지털선도] 디지털 선도 학교 에듀테크 AI코스웨어(패들렛) 구독료,2026-04-07,3915000,1인수의,에듀테크
2026,광주광역시교육청AI교육원,[원인행위] 2026년 광주아이온(AI-ON) 에듀테크 도구 구입(리딩앤),2026-03-26,99534600,1인수의,에듀테크
2026,광주광역시교육청AI교육원,[원인행위] 2026년 광주아이온(AI-ON) 에듀테크 도구 구입(퀴즈앤),2026-03-26,89464510,1인수의,에듀테크
2026,광주광역시교육청AI교육원,[품의] 2026년 광주아이온(AI-ON) 에듀테크 도구(5종) 구입 요청,2026-03-26,54835000,1인수의,에듀테크
2026,빛고을고등학교,[에듀테크]온라인 수업 플랫폼(패들렛) 구독,2026-03-11,1336500,1인수의,에듀테크
2026,하남중앙초등학교,[S2B] 디지털 선도학교 운영을 위한 에듀테크 및 코스웨어 구독비(블루킷플러스 1년 라이,2026-03-18,2712000,1인수의,에듀테크
2026,신광중학교,AI 중점학교 운영 관련 에듀테크(말해보카) 구독료 지급,2026-03-24,2463120,1인수의,에듀테크
2026,하남중앙초등학교,[S2B] 디지털 선도학교 운영을 위한 에듀테크 및 코스웨어 구독비(AI기반교우관계분석서비,2026-03-18,1170000,1인수의,에듀테크
2026,하남중앙초등학교,[S2B] 디지털 선도학교 운영을 위한 에듀테크 및 코스웨어 구독비(클래스카드PRO 외 1,2026-03-18,4174000,1인수의,에듀테크
2026,하남중앙초등학교,[S2B] 디지털 선도학교 운영을 위한 에듀테크 및 코스웨어 구독비(챗GPT ) 지급,2026-03-18,2505600,1인수의,에듀테크
2023,대자중학교,AI팩토리(미래교실) AI 코스웨어 구입,2024-02-29,3380000,1인수의,코스웨어
2023,하백초등학교,[s2b]3-6학년 코스웨어(리딩앤 영어도서관) 계약,2023-10-10,2300000,1인수의,코스웨어
2023,금호초등학교,[2023 디지털선도학교]AI 기반 디지털 학습 콘텐츠(코스웨어) 위탁,2023-10-13,45540000,2인이상수의,코스웨어
2023,하백초등학교,[S2B] 3학년 코스웨어 (클래스팅 AI 러닝) 계약,2023-10-10,9020000,1인수의,코스웨어
2023,하백초등학교,[s2b]5-6학년 수학AI코스웨어(비상교육 옥수수 수학) 계약,2023-10-05,8100000,1인수의,코스웨어
2023,동일미래과학고등학교,디지털 선도학교 운영 영어 교과 코스웨어(원아워) 구독 서비스 이용,2023-11-01,5000000,1인수의,코스웨어
2023,동일미래과학고등학교,디지털 선도학교 운영 국어 교과 코스웨어(자작자작) 구독 서비스 이용,2023-11-01,2250000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독 계약(마타수학),2023-11-29,11000000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독 계약(클라썸),2023-11-29,7000000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독료 지출(코들),2023-11-29,1000000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독 계약(SmartClass-9),2023-11-29,16000020,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독 계약(EZ. ON),2023-11-29,6000000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독료 지출(클래스카드),2023-11-29,2270000,1인수의,코스웨어
2023,동일미래과학고등학교,디지털 선도학교 운영 수학 교과 코스웨어(매쓰홀릭) 구독 서비스 이용,2023-11-07,9000000,1인수의,코스웨어
2023,숭덕고등학교,2023 디지털 선도학교 AI코스웨어(콴다 프리미엄) 구입,2023-10-18,12370000,1인수의,코스웨어
2023,광주경신여자고등학교,디지털 선도학교 AI코스웨어(기출탭탭) 구독료 계약,2023-10-05,10998180,1인수의,코스웨어
2023,숭덕고등학교,2023 디지털 선도학교 AI코스웨어(원아워) 구입,2023-10-04,10000000,1인수의,코스웨어
2023,숭덕고등학교,"2023 디지털 선도학교 AI코스웨어(클라썸,패들렛) 구입",2023-09-27,12830000,1인수의,코스웨어
2023,숭덕고등학교,2023 디지털 선도학교 AI코스웨어(밀크T고등) 구입,2023-10-04,20000000,1인수의,코스웨어
2023,숭덕고등학교,2023 디지털 선도학교 AI코스웨어(마타수학) 구입,2023-10-04,10000000,1인수의,코스웨어
2023,숭덕고등학교,2023 디지털 선도학교 AI코스웨어(코들) 구입,2023-09-27,2900000,1인수의,코스웨어
2023,영천초등학교,(S2B) AI코스웨어(아이스크림 홈런) 구독권 구매 전자계약 체결,2023-09-19,20034000,1인수의,코스웨어
2023,광주효동초등학교,AI교육 선도학교 운영을 위한 학생용 코딩 코스웨어 기간 이용권 구입,2023-07-05,3000000,1인수의,코스웨어
2024,조선대학교부속고등학교,"2024년 디지털 선도학교 사업 관련 코스웨어에 활용한 국어, 영어교과 EBS-eBook",2024-12-10,1850400,1인수의,코스웨어
2024,광주동성중학교,2024학년도 디지털 선도학교 AI코스웨어(진단수학) 프로그램 사용료 지출,2024-11-27,5000000,1인수의,코스웨어
2024,조선대학교부속중학교,디지털선도학교 과목별 AI코스웨어 구입,2024-11-25,3000000,1인수의,코스웨어
2024,광주동초등학교,[S2B] 3학년 책임교육학년 AI코스웨어 프로그램 운영비,2024-04-12,1680000,1인수의,코스웨어
2024,조선대학교부속중학교,디지털선도학교 수학 AI코스웨어 구입,2024-07-18,7500000,1인수의,코스웨어
2024,조선대학교부속중학교,디지털선도학교 영어 AI코스웨어 구입,2024-07-18,3264000,1인수의,코스웨어
2024,진월초등학교,(G2B)2024 디지털 선도학교 AI코스웨어 프로그램(마타수학) 구입,2024-07-04,18810000,1인수의,코스웨어
2024,조선대학교부속중학교,디지털선도학교 국어 AI코스웨어 구입,2024-07-18,2137500,1인수의,코스웨어
2024,동일미래과학고등학교,디지털선도학교 AI코스웨어(클래스 카드) 구독 이용료,2024-07-15,3890000,1인수의,코스웨어
2024,광주숭일고등학교,2024학년도 수학 영어교과 교육용 코스웨어 소프트웨어 구입비 지출,2024-06-27,4762560,1인수의,코스웨어
2024,광주서림초등학교,2024 책임교육학년제 AI코스웨어 구독료 지출(S2B),2024-06-21,1422000,1인수의,코스웨어
2024,광주전자공업고등학교,2024 디지털 선도학교 AI 코스웨어(메가코스) 구입 비용 지출,2024-05-30,14000000,1인수의,코스웨어
2024,동일미래과학고등학교,디지털선도학교 AI코스웨어(클래스팅) 구독 계약,2024-06-24,9900000,1인수의,코스웨어
2024,광주동신여자중학교,2024년도 디지털 선도학교 코스웨어(AI마타수학) 구입,2024-06-12,5227200,1인수의,코스웨어
2024,광주농성초등학교,2024학년도 디지털 선도학교 운영을 위한 AI코스웨어 구입,2024-06-07,4922000,1인수의,코스웨어
2024,금호중앙여자고등학교,2024학년도 수학과 AI 코스웨어 구입,2024-06-11,9999000,1인수의,코스웨어
2024,금호중앙여자고등학교,2024학년도 영어과 AI 코스웨어 구입,2024-06-11,9625000,1인수의,코스웨어
2024,금호중앙여자고등학교,2024학년도 과학과 AI 코스웨어 구입,2024-06-11,6451500,1인수의,코스웨어
2024,조선대학교부속고등학교,"2024년 디지털 선도학교 사업 관련 코스웨어에 활용한 국어, 영어교과 EBS-eBook",2024-05-09,8363880,1인수의,코스웨어
2024,광주동신여자중학교,2024년도 디지털 선도학교 코스웨어(중등영어) 구입,2024-05-31,2220000,1인수의,코스웨어
2024,광주인성고등학교,2024년 AI디지털선도학교 코스웨어(레드포인트) 물품 구입,2024-05-30,4350000,1인수의,코스웨어
2024,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독(바이브온),2024-05-23,11000000,1인수의,코스웨어
2024,본촌초등학교,(S2B)2024 책임교육학년 AI 코스웨어 구입비 지출,2024-05-30,2970000,1인수의,코스웨어
2024,광주동성중학교,2024학년도 디지털 선도학교 AI코스웨어 프로그램(수학대왕) 사용료 지출,2024-05-29,1680000,1인수의,코스웨어
2024,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독(페더),2024-05-24,5200000,1인수의,코스웨어
2024,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독(기출탭탭),2024-06-01,11000000,1인수의,코스웨어
2024,광주경신여자고등학교,디지털 선도학교 AI코스웨어 구독(이지온 프로),2024-05-23,8000000,1인수의,코스웨어
2024,보문고등학교,(카드)2024년 디지털 선도학교 코스웨어(영어) 구입비 지출 원인행위,2024-05-21,1200000,1인수의,코스웨어
